user,date,steps,calories,workout_type
Nath Fleury,2026-04-30,8122.0,414.74666113522926,Running
Nath Fleury,2026-05-01,12123.0,517.3869172632379,Running
Nath Fleury,2026-05-02,6915.0,517.6703902164692,HIIT
Nath Fleury,2026-05-03,1962.0,92.6862395187154,Rest
Nath Fleury,2026-05-04,4402.0,135.3520992167958,Yoga
Nath Fleury,2026-05-05,6665.0,555.4609443483333,HIIT
Nath Fleury,2026-05-06,5420.0,534.781401835417,HIIT
Nath Fleury,2026-05-07,9807.0,546.7291620100633,Running
Nath Fleury,2026-05-08,9388.0,576.3492335542562,HIIT
Nath Fleury,2026-05-09,8287.0,436.81317866274,HIIT
Nath Fleury,2026-05-10,669.0,73.10272339349629,Rest
Nath Fleury,2026-05-11,7255.0,526.603523848078,HIIT
Nath Fleury,2026-05-12,2801.0,107.77948082694492,Rest
Nath Fleury,2026-05-13,8317.0,547.7233369758325,HIIT
Nath Fleury,2026-05-14,8414.0,518.6428742629715,Running
Nath Fleury,2026-05-15,7669.0,445.79206482381124,HIIT
Nath Fleury,2026-05-16,9096.0,492.85695515925215,Running
Nath Fleury,2026-05-17,2384.0,87.72825789655069,Rest
Nath Fleury,2026-05-18,13264.0,548.1839171578903,Running
Nath Fleury,2026-05-19,6276.0,381.0694144288266,HIIT
Nath Fleury,2026-05-20,3169.0,172.90195528126355,Yoga
Nath Fleury,2026-05-21,2825.0,92.31619132101767,Rest
Nath Fleury,2026-05-22,8249.0,542.2998794462137,HIIT
Nath Fleury,2026-05-23,9022.0,599.796739320712,Running
Nath Fleury,2026-05-24,3576.0,161.329795847939,Yoga
Nath Fleury,2026-05-25,3970.0,209.629017749046,Yoga
Nath Fleury,2026-05-26,5420.0,67.33977065365997,Rest
Nath Fleury,2026-05-27,13911.0,518.6534773884954,Running
Nath Fleury,2026-05-28,10580.0,422.50913292242427,Yoga
Nath Fleury,2026-05-29,3450.0,204.46448381382305,Yoga
Nath Fleury,2026-05-30,5420.0,341.0883004772776,Strength
Nath Fleury,2026-05-31,2993.0,89.36969643396633,Rest
Nath Fleury,2026-06-01,12729.0,454.92694262496053,Running
Nath Fleury,2026-06-02,728.0,102.69145776933411,Yoga
Nath Fleury,2026-06-03,5846.0,392.4946092074593,Strength
Nath Fleury,2026-06-04,8896.0,578.1156601353181,HIIT
Nath Fleury,2026-06-05,13449.0,465.8721041679804,Running
Nath Fleury,2026-06-06,5010.0,297.985574736962,Strength
Nath Fleury,2026-06-07,11483.0,365.07115368017855,Running
Arnaude Bonnet de la Pasquier,2026-03-10,10481.0,467.74923653872776,Running
Arnaude Bonnet de la Pasquier,2026-03-11,9845.0,436.9501517445644,Running
Arnaude Bonnet de la Pasquier,2026-03-12,4318.0,177.57968849442906,Yoga
Arnaude Bonnet de la Pasquier,2026-03-13,13789.0,501.1718912890107,Running
Arnaude Bonnet de la Pasquier,2026-03-14,5680.0,313.94099339754695,Strength
Arnaude Bonnet de la Pasquier,2026-03-15,9058.0,446.97862336567187,HIIT
Arnaude Bonnet de la Pasquier,2026-03-16,4178.0,323.8780936323861,Strength
Arnaude Bonnet de la Pasquier,2026-03-17,3473.0,179.92393521912481,Yoga
Arnaude Bonnet de la Pasquier,2026-03-18,2630.0,88.11509918277454,Rest
Arnaude Bonnet de la Pasquier,2026-03-19,12879.0,466.60620185400813,Running
Arnaude Bonnet de la Pasquier,2026-03-20,4675.0,217.20298964850525,Yoga
Arnaude Bonnet de la Pasquier,2026-03-21,5420.0,364.01361039724526,Strength
Arnaude Bonnet de la Pasquier,2026-03-22,5098.0,367.00718893189566,Strength
Arnaude Bonnet de la Pasquier,2026-03-23,5536.0,246.40682449071397,Strength
Arnaude Bonnet de la Pasquier,2026-03-24,3611.0,201.18042528773137,Yoga
Arnaude Bonnet de la Pasquier,2026-03-25,7450.0,459.53305110382456,HIIT
Arnaude Bonnet de la Pasquier,2026-03-26,4864.0,291.0480023027495,Strength
Arnaude Bonnet de la Pasquier,2026-03-27,6078.0,482.7861175720004,HIIT
Arnaude Bonnet de la Pasquier,2026-03-28,4359.0,390.3553109576767,Strength
Arnaude Bonnet de la Pasquier,2026-03-29,4341.0,188.4832817137083,Yoga
Arnaude Bonnet de la Pasquier,2026-03-30,1783.0,77.58821626960302,Rest
Arnaude Bonnet de la Pasquier,2026-03-31,1894.0,341.0883004772776,Rest
Arnaude Bonnet de la Pasquier,2026-04-01,2875.0,67.66714807988907,Rest
Arnaude Bonnet de la Pasquier,2026-04-02,6668.0,343.6604180422132,Strength
Arnaude Bonnet de la Pasquier,2026-04-03,5420.0,561.4279546379221,Running
Arnaude Bonnet de la Pasquier,2026-04-04,5420.0,562.6411677458773,HIIT
Arnaude Bonnet de la Pasquier,2026-04-05,6625.0,523.5254578299458,HIIT
Arnaude Bonnet de la Pasquier,2026-04-06,1234.0,100.50110315991338,Rest
Arnaude Bonnet de la Pasquier,2026-04-07,2308.0,81.1507285247718,Rest
Arnaude Bonnet de la Pasquier,2026-04-08,6418.0,391.72244588754745,Strength
Arnaude Bonnet de la Pasquier,2026-04-09,5420.0,370.88210680917325,Strength
Arnaude Bonnet de la Pasquier,2026-04-10,5420.0,373.18906657812266,Strength
Arnaude Bonnet de la Pasquier,2026-04-11,8069.0,341.0883004772776,HIIT
Arnaude Bonnet de la Pasquier,2026-04-12,4943.0,182.08860276215862,Yoga
Arnaude Bonnet de la Pasquier,2026-04-13,3723.0,341.0883004772776,Yoga
Arnaude Bonnet de la Pasquier,2026-04-14,4430.0,255.75436091641757,Yoga
Arnaude Bonnet de la Pasquier,2026-04-15,7227.0,569.5577187267573,HIIT
Arnaude Bonnet de la Pasquier,2026-04-16,4242.0,218.23577739608513,Yoga
Arnaude Bonnet de la Pasquier,2026-04-17,5420.0,468.3211988994006,Running
Arnaude Bonnet de la Pasquier,2026-04-18,4071.0,329.9403190322099,Strength
Arnaude Bonnet de la Pasquier,2026-04-19,9592.0,461.50050331917083,HIIT
Arnaude Bonnet de la Pasquier,2026-04-20,2674.0,62.305462346515505,Rest
Arnaude Bonnet de la Pasquier,2026-04-21,8019.0,558.8862308697383,HIIT
Arnaude Bonnet de la Pasquier,2026-04-22,7400.0,514.3649362211088,HIIT
Arnaude Bonnet de la Pasquier,2026-04-23,7245.0,475.7230411505404,HIIT
Arnaude Bonnet de la Pasquier,2026-04-24,2497.0,66.8808294391816,Rest
Arnaude Bonnet de la Pasquier,2026-04-25,12596.0,525.1545913925144,Running
Arnaude Bonnet de la Pasquier,2026-04-26,5603.0,333.0204205081187,Strength
Arnaude Bonnet de la Pasquier,2026-04-27,8066.0,341.0883004772776,HIIT
Arnaude Bonnet de la Pasquier,2026-04-28,3505.0,212.07590426660147,Yoga
Arnaude Bonnet de la Pasquier,2026-04-29,8150.0,470.8885403924978,HIIT
Arnaude Bonnet de la Pasquier,2026-04-30,5420.0,299.59576462186277,Strength
Arnaude Bonnet de la Pasquier,2026-05-01,5420.0,181.45928943263712,Yoga
Arnaude Bonnet de la Pasquier,2026-05-02,5420.0,571.36137994205,HIIT
Arnaude Bonnet de la Pasquier,2026-05-03,6217.0,332.94570519803483,Strength
Arnaude Bonnet de la Pasquier,2026-05-04,8579.0,341.0883004772776,HIIT
Arnaude Bonnet de la Pasquier,2026-05-05,6865.0,324.92167499135934,Strength
Arnaude Bonnet de la Pasquier,2026-05-06,2519.0,224.70174864807512,Yoga
Arnaude Bonnet de la Pasquier,2026-05-07,3175.0,177.87450820809323,Yoga
Arnaude Bonnet de la Pasquier,2026-05-08,11507.0,464.7513038993724,Running
Arnaude Bonnet de la Pasquier,2026-05-09,8000.0,418.67311083112287,HIIT
Arnaude Bonnet de la Pasquier,2026-05-10,4764.0,389.27441887727304,Strength
Arnaude Bonnet de la Pasquier,2026-05-11,8277.0,521.0155510352589,HIIT
Arnaude Bonnet de la Pasquier,2026-05-12,1610.0,106.69862531839168,Rest
Arnaude Bonnet de la Pasquier,2026-05-13,2212.0,81.94058649505381,Rest
Arnaude Bonnet de la Pasquier,2026-05-14,2466.0,182.10945537147498,Yoga
Arnaude Bonnet de la Pasquier,2026-05-15,8552.0,523.2040426875756,Yoga
Arnaude Bonnet de la Pasquier,2026-05-16,4209.0,196.79731886388865,Yoga
Arnaude Bonnet de la Pasquier,2026-05-17,9907.0,348.42333749838747,Running
Arnaude Bonnet de la Pasquier,2026-05-18,10795.0,445.1788340534665,Running
Arnaude Bonnet de la Pasquier,2026-05-19,9608.0,453.55970545987503,HIIT
Arnaude Bonnet de la Pasquier,2026-05-20,5150.0,303.468789338332,Strength
Arnaude Bonnet de la Pasquier,2026-05-21,8929.0,475.13232697236367,HIIT
Arnaude Bonnet de la Pasquier,2026-05-22,8741.0,510.94439235356316,HIIT
Arnaude Bonnet de la Pasquier,2026-05-23,4361.0,443.22571070024935,Strength
Arnaude Bonnet de la Pasquier,2026-05-24,927.0,41.70537890548208,Rest
Arnaude Bonnet de la Pasquier,2026-05-25,6950.0,501.67281021480414,HIIT
Arnaude Bonnet de la Pasquier,2026-05-26,1596.0,64.78816929685684,Rest
Arnaude Bonnet de la Pasquier,2026-05-27,6688.0,310.93020529097754,Strength
Arnaude Bonnet de la Pasquier,2026-05-28,12246.0,459.6635368137218,Running
Arnaude Bonnet de la Pasquier,2026-05-29,9276.0,352.0951429356581,Running
Arnaude Bonnet de la Pasquier,2026-05-30,2089.0,238.74423141625573,Yoga
Arnaude Bonnet de la Pasquier,2026-05-31,5420.0,341.0883004772776,Strength
Arnaude Bonnet de la Pasquier,2026-06-01,2193.0,98.91439380921736,Rest
Arnaude Bonnet de la Pasquier,2026-06-02,6937.0,455.8607699166412,HIIT
Arnaude Bonnet de la Pasquier,2026-06-03,8368.0,389.34359096230753,Running
Arnaude Bonnet de la Pasquier,2026-06-04,11290.0,515.6890672288025,Running
Arnaude Bonnet de la Pasquier,2026-06-05,7773.0,443.35198376688703,HIIT
Arnaude Bonnet de la Pasquier,2026-06-06,2219.0,210.60051455076152,Yoga
Arnaude Bonnet de la Pasquier,2026-06-07,10918.0,402.4211512920165,Running
Édith-Claudine Julien,2026-03-10,11280.0,421.02572803245147,Running
Édith-Claudine Julien,2026-03-11,8522.0,415.1237083031854,Running
Édith-Claudine Julien,2026-03-12,7180.0,533.0655158285205,HIIT
Édith-Claudine Julien,2026-03-13,3362.0,173.98527711631021,Yoga
Édith-Claudine Julien,2026-03-14,6627.0,300.5368085640197,Strength
Édith-Claudine Julien,2026-03-15,3680.0,187.82208564630452,Yoga
Édith-Claudine Julien,2026-03-16,5420.0,204.67985331027575,Yoga
Édith-Claudine Julien,2026-03-17,2314.0,213.19889706538504,Yoga
Édith-Claudine Julien,2026-03-18,5420.0,437.9339191983165,Strength
Édith-Claudine Julien,2026-03-19,4076.0,192.4070191501896,Yoga
Édith-Claudine Julien,2026-03-20,9749.0,512.6627139417835,HIIT
Édith-Claudine Julien,2026-03-21,8640.0,390.1806790866119,Running
Édith-Claudine Julien,2026-03-22,3745.0,223.01832784488306,Yoga
Édith-Claudine Julien,2026-03-23,9722.0,416.9675955459569,Running
Édith-Claudine Julien,2026-03-24,5315.0,370.75209797460826,Strength
Édith-Claudine Julien,2026-03-26,8492.0,555.3111408293698,HIIT
Édith-Claudine Julien,2026-03-27,7877.0,551.678081236143,HIIT
Édith-Claudine Julien,2026-03-28,5420.0,200.34738509851192,Yoga
Édith-Claudine Julien,2026-03-29,6310.0,351.80067812977063,Strength
Édith-Claudine Julien,2026-03-30,2762.0,196.47400024781118,Yoga
Édith-Claudine Julien,2026-03-31,11552.0,445.27623283019875,Running
Édith-Claudine Julien,2026-04-01,4399.0,341.0883004772776,Strength
Édith-Claudine Julien,2026-04-02,7860.0,415.68725703086943,HIIT
Édith-Claudine Julien,2026-04-03,3737.0,208.397641035006,Yoga
Édith-Claudine Julien,2026-04-04,2250.0,341.0883004772776,Rest
Édith-Claudine Julien,2026-04-05,5420.0,469.66354958616927,Running
Édith-Claudine Julien,2026-04-06,10732.0,351.7861517855437,Running
Édith-Claudine Julien,2026-04-07,5420.0,247.112141684809,Yoga
Édith-Claudine Julien,2026-04-08,3140.0,169.13324726286993,Yoga
Édith-Claudine Julien,2026-04-09,6785.0,504.4340010451003,HIIT
Édith-Claudine Julien,2026-04-10,8286.0,419.4964495340052,Running
Édith-Claudine Julien,2026-04-11,8434.0,539.0062793366005,HIIT
Édith-Claudine Julien,2026-04-12,10596.0,467.81837435878936,Running
Édith-Claudine Julien,2026-04-13,2078.0,245.35971463844288,Yoga
Édith-Claudine Julien,2026-04-14,6748.0,404.52026864663475,HIIT
Édith-Claudine Julien,2026-04-15,5420.0,268.13930359196036,Yoga
Édith-Claudine Julien,2026-04-16,4252.0,418.84182471197,Strength
Édith-Claudine Julien,2026-04-17,6247.0,368.16555312874476,Strength
Édith-Claudine Julien,2026-04-18,986.0,83.51511855203623,Rest
Édith-Claudine Julien,2026-04-19,5420.0,437.5907565669159,Running
Édith-Claudine Julien,2026-04-20,4269.0,238.22295103126183,Yoga
Édith-Claudine Julien,2026-04-21,7755.0,523.9397829779384,HIIT
Édith-Claudine Julien,2026-04-22,4369.0,336.0755158327537,Yoga
Édith-Claudine Julien,2026-04-23,4018.0,341.0883004772776,Yoga
Édith-Claudine Julien,2026-04-24,4395.0,200.9877521667494,Yoga
Édith-Claudine Julien,2026-04-25,9961.0,530.6091715105691,Running
Édith-Claudine Julien,2026-04-26,10098.0,454.07557957912127,Running
Édith-Claudine Julien,2026-04-27,7119.0,562.6240920814565,HIIT
Édith-Claudine Julien,2026-04-28,8385.0,475.5817190218708,Running
Édith-Claudine Julien,2026-04-29,4175.0,181.45929891055147,Yoga
Édith-Claudine Julien,2026-04-30,2032.0,68.22003812273988,Rest
Édith-Claudine Julien,2026-05-01,4913.0,200.58085639173984,Yoga
Édith-Claudine Julien,2026-05-02,8138.0,460.1239371010899,Running
Édith-Claudine Julien,2026-05-03,5954.0,373.161714462357,Strength
Édith-Claudine Julien,2026-05-04,5420.0,267.7094444902812,Yoga
Édith-Claudine Julien,2026-05-05,9107.0,435.68648645453186,HIIT
Édith-Claudine Julien,2026-05-06,3574.0,182.96186676143847,Yoga
Édith-Claudine Julien,2026-05-07,984.0,61.52893177364815,Rest
Édith-Claudine Julien,2026-05-08,5988.0,267.99085454605313,Strength
Édith-Claudine Julien,2026-05-09,4864.0,164.514272129095,Yoga
Édith-Claudine Julien,2026-05-10,6408.0,320.7078652819751,Strength
Édith-Claudine Julien,2026-05-11,6370.0,365.33594389077535,Strength
Édith-Claudine Julien,2026-05-12,13394.0,408.41411813864124,Running
Édith-Claudine Julien,2026-05-13,7805.0,624.9453746750169,HIIT
Édith-Claudine Julien,2026-05-14,7490.0,520.6874574546756,HIIT
Édith-Claudine Julien,2026-05-15,2300.0,61.43623623188735,Rest
Édith-Claudine Julien,2026-05-16,2592.0,54.59685013058464,Rest
Édith-Claudine Julien,2026-05-17,753.0,105.01493808018537,Rest
Édith-Claudine Julien,2026-05-18,6730.0,351.5473191122312,Strength
Édith-Claudine Julien,2026-05-19,3063.0,174.86582255014758,Yoga
Édith-Claudine Julien,2026-05-20,8274.0,525.2603530855765,HIIT
Édith-Claudine Julien,2026-05-21,9194.0,341.0883004772776,HIIT
Édith-Claudine Julien,2026-05-22,8336.0,501.60257103770846,HIIT
Édith-Claudine Julien,2026-05-23,2132.0,92.84795067060585,Rest
Édith-Claudine Julien,2026-05-24,2941.0,194.10502288667385,Yoga
Édith-Claudine Julien,2026-05-25,6057.0,601.9634007214073,HIIT
Édith-Claudine Julien,2026-05-26,5420.0,450.15493110981913,HIIT
Édith-Claudine Julien,2026-05-27,1631.0,53.43173160071473,Rest
Édith-Claudine Julien,2026-05-28,9536.0,513.2308503116641,HIIT
Édith-Claudine Julien,2026-05-29,6582.0,522.2276195669668,HIIT
Édith-Claudine Julien,2026-05-30,5317.0,295.40547099565515,Strength
Édith-Claudine Julien,2026-05-31,1000.0,106.92116418817278,Rest
Édith-Claudine Julien,2026-06-01,9190.0,515.2311877454739,HIIT
Édith-Claudine Julien,2026-06-02,5420.0,192.28694431370053,Yoga
Édith-Claudine Julien,2026-06-03,4412.0,316.0679498854051,Strength
Édith-Claudine Julien,2026-06-04,1031.0,73.19607948507073,Rest
Édith-Claudine Julien,2026-06-05,1133.0,102.90600221661163,Rest
Édith-Claudine Julien,2026-06-06,4767.0,357.8785211972873,Strength
Édith-Claudine Julien,2026-06-07,6486.0,459.8934720103748,Strength
Laurence Ramos,2026-03-10,8680.0,432.5248465206211,HIIT
Laurence Ramos,2026-03-11,2355.0,91.5433709869945,Rest
Laurence Ramos,2026-03-12,3021.0,213.97035941443156,Yoga
Laurence Ramos,2026-03-13,1651.0,87.7279169905457,Rest
Laurence Ramos,2026-03-14,2831.0,54.215156881705425,Rest
Laurence Ramos,2026-03-15,5881.0,327.4067032132117,Strength
Laurence Ramos,2026-03-16,4464.0,224.31272396302262,Yoga
Laurence Ramos,2026-03-17,7169.0,478.5793733879526,HIIT
Laurence Ramos,2026-03-18,5420.0,147.00217327093617,Yoga
Laurence Ramos,2026-03-19,9295.0,464.94384396483804,Running
Laurence Ramos,2026-03-20,10541.0,467.11482824067434,Running
Laurence Ramos,2026-03-21,2701.0,94.51181938452827,Rest
Laurence Ramos,2026-03-22,9255.0,569.0069282593882,HIIT
Laurence Ramos,2026-03-23,1824.0,62.02572112153449,Rest
Laurence Ramos,2026-03-24,2286.0,260.32314077548943,Yoga
Laurence Ramos,2026-03-25,5659.0,377.20347631282436,Strength
Laurence Ramos,2026-03-26,6888.0,417.1995602520874,Strength
Laurence Ramos,2026-03-27,6982.0,372.7931979274426,HIIT
Laurence Ramos,2026-03-28,6725.0,242.98442456429666,Strength
Laurence Ramos,2026-03-29,9326.0,577.7832460453363,HIIT
Laurence Ramos,2026-03-30,2502.0,60.90842793925691,Rest
Laurence Ramos,2026-03-31,13143.0,510.31174893491067,Running
Laurence Ramos,2026-04-01,5720.0,318.49957018566306,Strength
Laurence Ramos,2026-04-02,5201.0,312.72942424163705,Strength
Laurence Ramos,2026-04-03,2492.0,77.17876964986273,Rest
Laurence Ramos,2026-04-04,4583.0,368.8422993303846,Strength
Laurence Ramos,2026-04-05,4006.0,305.0580606613274,Yoga
Laurence Ramos,2026-04-06,13207.0,378.1338430583273,Running
Laurence Ramos,2026-04-07,4003.0,196.59203698113123,Yoga
Laurence Ramos,2026-04-08,820.0,102.15583581564665,Rest
Laurence Ramos,2026-04-09,6155.0,327.45415882147455,Strength
Laurence Ramos,2026-04-10,3429.0,229.05139622649853,Yoga
Laurence Ramos,2026-04-11,9526.0,615.1715354979739,HIIT
Laurence Ramos,2026-04-12,2465.0,66.52004391528641,Rest
Laurence Ramos,2026-04-13,9903.0,467.0618850724174,HIIT
Laurence Ramos,2026-04-14,11670.0,586.8735050016154,Running
Laurence Ramos,2026-04-15,6413.0,400.88865418761196,Strength
Laurence Ramos,2026-04-16,9243.0,457.1992570209082,HIIT
Laurence Ramos,2026-04-17,11540.0,486.2155901336447,Running
Laurence Ramos,2026-04-18,9911.0,476.3020505822808,HIIT
Laurence Ramos,2026-04-19,6212.0,452.0336470008593,Strength
Laurence Ramos,2026-04-20,2901.0,201.24716707615636,Yoga
Laurence Ramos,2026-04-21,6216.0,332.6008076945597,Strength
Laurence Ramos,2026-04-23,982.0,108.82158004017072,Rest
Laurence Ramos,2026-04-24,5420.0,419.5544436008756,Running
Laurence Ramos,2026-04-25,5420.0,555.3166499305859,HIIT
Laurence Ramos,2026-04-26,2011.0,78.13871732303102,Rest
Laurence Ramos,2026-04-27,1823.0,78.89703232387114,Rest
Laurence Ramos,2026-04-28,7957.0,539.1098736658433,HIIT
Laurence Ramos,2026-04-29,1419.0,77.94486856070328,Rest
Laurence Ramos,2026-04-30,13192.0,531.0785345477649,Running
Laurence Ramos,2026-05-01,5420.0,80.83836006583034,Rest
Laurence Ramos,2026-05-02,4967.0,350.96835522281907,Yoga
Laurence Ramos,2026-05-03,2482.0,52.7502441425179,Rest
Laurence Ramos,2026-05-04,10501.0,398.78969609066365,Running
Laurence Ramos,2026-05-05,1607.0,95.22840005562357,Rest
Laurence Ramos,2026-05-06,4701.0,194.28751810609327,Yoga
Laurence Ramos,2026-05-07,2166.0,272.9427759717526,Yoga
Laurence Ramos,2026-05-08,8562.0,474.4922822531809,Running
Laurence Ramos,2026-05-09,13917.0,580.3113250163353,Running
Laurence Ramos,2026-05-10,2754.0,60.13967166007306,Rest
Laurence Ramos,2026-05-11,8830.0,370.4662413588381,Running
Laurence Ramos,2026-05-12,5051.0,327.2817093007209,Strength
Laurence Ramos,2026-05-13,4900.0,314.25503576905874,Yoga
Laurence Ramos,2026-05-14,2271.0,67.14492265126565,Rest
Laurence Ramos,2026-05-15,3744.0,223.71143729882033,Yoga
Laurence Ramos,2026-05-16,1814.0,60.05007969830911,Rest
Laurence Ramos,2026-05-17,1750.0,74.79819210825566,Rest
Laurence Ramos,2026-05-18,582.0,88.57972185905842,Rest
Laurence Ramos,2026-05-19,4010.0,286.28191291314863,Strength
Laurence Ramos,2026-05-20,9924.0,399.6710850935854,Running
Laurence Ramos,2026-05-21,4403.0,369.06014637211604,Strength
Laurence Ramos,2026-05-22,4955.0,251.63357311684962,Yoga
Laurence Ramos,2026-05-23,4569.0,203.93411998992696,Yoga
Laurence Ramos,2026-05-24,8092.0,495.2196199216232,HIIT
Laurence Ramos,2026-05-25,9472.0,428.22017571728856,Running
Laurence Ramos,2026-05-26,2419.0,52.60331557745794,Rest
Laurence Ramos,2026-05-27,902.0,108.72578997339194,Rest
Laurence Ramos,2026-05-28,779.0,97.97844445051996,Rest
Laurence Ramos,2026-05-29,4584.0,321.26168928105056,Strength
Laurence Ramos,2026-05-30,2653.0,78.40130987699186,Rest
Laurence Ramos,2026-05-31,532.0,83.5452200891201,Rest
Laurence Ramos,2026-06-01,989.0,54.5242289587145,Rest
Laurence Ramos,2026-06-02,5712.0,394.1006391978633,Strength
Laurence Ramos,2026-06-03,757.0,54.107844674708126,Rest
Laurence Ramos,2026-06-04,6197.0,392.7810137554757,Strength
Laurence Ramos,2026-06-05,9169.0,480.2854406913192,HIIT
Laurence Ramos,2026-06-06,664.0,110.96905131558407,Rest
Laurence Ramos,2026-06-07,5420.0,440.98668529208874,Strength
Antoinette Gilbert,2026-03-10,1829.0,64.9913218941854,Rest
Antoinette Gilbert,2026-03-11,5739.0,272.43507624200913,Strength
Antoinette Gilbert,2026-03-12,2036.0,78.27120988371992,Rest
Antoinette Gilbert,2026-03-13,7838.0,381.1924732796088,HIIT
Antoinette Gilbert,2026-03-14,1902.0,68.28454277133477,Rest
Antoinette Gilbert,2026-03-15,13798.0,423.78012876441096,Running
Antoinette Gilbert,2026-03-16,8359.0,507.05101889911145,HIIT
Antoinette Gilbert,2026-03-17,4631.0,247.66796451273154,Yoga
Antoinette Gilbert,2026-03-18,6785.0,312.8543160973811,Yoga
Antoinette Gilbert,2026-03-19,3583.0,154.33855056711846,Yoga
Antoinette Gilbert,2026-03-20,5420.0,177.10605231723233,Yoga
Antoinette Gilbert,2026-03-21,9514.0,511.7520989682737,Running
Antoinette Gilbert,2026-03-22,5709.0,277.74507465695484,Strength
Antoinette Gilbert,2026-03-23,6076.0,348.2230182359473,Strength
Antoinette Gilbert,2026-03-24,3541.0,225.00114849918944,Yoga
Antoinette Gilbert,2026-03-25,4170.0,211.38666233550663,Yoga
Antoinette Gilbert,2026-03-26,10254.0,341.0883004772776,Running
Antoinette Gilbert,2026-03-27,6486.0,367.3690027641311,HIIT
Antoinette Gilbert,2026-03-28,11460.0,485.0141051273405,Running
Antoinette Gilbert,2026-03-29,13984.0,437.47632745903644,Running
Antoinette Gilbert,2026-03-30,743.0,56.60105654811227,Rest
Antoinette Gilbert,2026-03-31,5420.0,100.14762976826854,Rest
Antoinette Gilbert,2026-04-01,5852.0,323.83195746008175,Strength
Antoinette Gilbert,2026-04-02,8011.0,324.36734303631647,Running
Antoinette Gilbert,2026-04-03,2770.0,98.68706614999867,Rest
Antoinette Gilbert,2026-04-04,7603.0,392.28366061650047,HIIT
Antoinette Gilbert,2026-04-05,13045.0,588.1620745015401,Running
Antoinette Gilbert,2026-04-06,7644.0,514.1473180716436,HIIT
Antoinette Gilbert,2026-04-07,7271.0,554.1918161778799,HIIT
Antoinette Gilbert,2026-04-08,3303.0,220.873915537582,Yoga
Antoinette Gilbert,2026-04-09,9267.0,550.6619939077755,HIIT
