user,age,goal,city,date,steps,calories,workout_type,source
Hortense Dupont,44,weight_loss,Ledoux,2026-06-04,4520.0,,Strength,app_mobile
Hortense Dupont,44,weight_loss,Ledoux,2026-06-05,6083.0,387.56187633454033,Strength,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-07,3430.0,173.2469565997587,Yoga,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-08,6042.0,363.65407964144345,Strength,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-09,11047.0,439.0704102000201,Running,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-10,9103.0,470.9550985291838,Running,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-11,9020.0,,HIIT,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-12,11597.0,410.43839414684317,Running,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-13,2905.0,76.40797755945061,Rest,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-14,13502.0,387.5884708171873,Running,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-15,973.0,67.11940220564603,Rest,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-16,4111.0,335.5409750648524,Strength,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-17,11295.0,,,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-18,8997.0,459.5881044019412,Running,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-19,5544.0,372.8405482070582,,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-20,9215.0,497.16454330608167,HIIT,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-21,12797.0,498.3650482051174,Running,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-22,,334.32890095559424,Strength,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-23,12463.0,467.3032351971314,Running,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-24,9156.0,576.7237574364752,,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-25,9310.0,407.143874507887,Running,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-26,2811.0,69.6576968659664,Rest,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-27,4337.0,336.8353927582304,Strength,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-28,1734.0,57.2238550440876,Rest,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-29,5860.0,400.96249069961226,Strength,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-30,11799.0,462.5372428828493,Running,app_mobile
Michelle Gomez,44,endurance,Normand,2026-05-31,3845.0,215.68768946658886,Yoga,app_mobile
Michelle Gomez,44,endurance,Normand,2026-06-01,1893.0,80.12574921490739,Rest,app_mobile
Michelle Gomez,44,endurance,Normand,2026-06-02,,495.25856577175006,HIIT,app_mobile
Michelle Gomez,44,endurance,Normand,2026-06-03,2608.0,73.68141107900236,Rest,app_mobile
Michelle Gomez,44,endurance,Normand,2026-06-04,2438.0,221.11782661986345,Yoga,app_mobile
Michelle Gomez,44,endurance,Normand,2026-06-05,2803.0,96.2283604960324,Rest,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-07,6270.0,409.7598813826244,HIIT,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-08,,137.76663152417555,Yoga,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-09,,218.18023189720867,Yoga,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-10,6680.0,362.36666530181594,Strength,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-11,8252.0,449.4716153961768,Running,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-12,2601.0,226.36360464861065,Yoga,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-13,7287.0,487.48743236553764,HIIT,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-14,4406.0,265.9340429050699,Yoga,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-15,11073.0,428.5382246875227,Running,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-16,4500.0,239.43211287649916,Yoga,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-17,,467.15354598463637,Running,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-18,5998.0,410.73185852086556,Strength,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-19,6140.0,530.3282928330243,HIIT,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-20,3709.0,280.4988284565361,Yoga,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-21,7335.0,605.1596586246858,HIIT,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-22,2440.0,,Yoga,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-23,6257.0,373.7651863384253,HIIT,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-24,2409.0,105.50909163115614,Rest,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-25,6376.0,412.4531855094155,HIIT,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-26,9434.0,,Running,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-27,3681.0,273.40810622158244,Yoga,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-28,1655.0,87.96902638755319,Rest,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-29,2288.0,179.16123203457926,Yoga,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-30,2284.0,85.95269254770189,Rest,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-05-31,6414.0,500.60254881261807,HIIT,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-06-01,,124.54765947285085,Rest,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-06-02,2521.0,78.03625345293005,Rest,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-06-03,3903.0,208.55159464193508,Yoga,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-06-04,6001.0,384.29162875019364,Strength,app_mobile
Josette Le Moreau,27,weight_loss,Georges,2026-06-05,8468.0,,HIIT,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-07,11578.0,366.4993650924938,Running,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-08,11034.0,448.51995290142077,Running,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,invalid_date,2844.0,164.9732512076693,Yoga,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-10,2549.0,78.32822893146263,Rest,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-11,2968.0,88.16788063750244,Rest,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-12,8782.0,403.0797400731624,HIIT,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-13,6219.0,403.6527967750635,Strength,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-14,6478.0,367.3925121486547,Strength,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-15,3227.0,130.01558184144093,Yoga,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-16,6640.0,469.0566820414951,HIIT,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,invalid_date,4095.0,384.04958544491785,Strength,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-18,8019.0,520.374729100818,HIIT,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-19,3191.0,230.67738952087547,Yoga,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-20,1231.0,94.5591680322278,Rest,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-21,9283.0,468.3512045155047,HIIT,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-22,2900.0,52.294508052872665,Rest,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-23,12258.0,553.5790769541469,Running,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-24,2543.0,94.89450609567552,Rest,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-25,3758.0,,Yoga,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-26,8896.0,518.3307220962553,Running,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-27,12194.0,524.5994399610308,Running,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-28,4772.0,365.0099402014739,Strength,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-29,4055.0,198.4213486437338,Yoga,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-30,9408.0,488.9350669140124,HIIT,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-05-31,12245.0,413.9753702050499,Running,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-06-01,772.0,64.50439550045694,Rest,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-06-02,3786.0,166.8563225245037,Yoga,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-06-03,8608.0,434.57289562278083,Running,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-06-04,2645.0,77.11400283226628,Rest,app_mobile
Étienne Fleury Le Duval,36,endurance,Costa-sur-Nicolas,2026-06-05,2666.0,82.03130107522476,Rest,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-07,2428.0,227.80143137762124,Yoga,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-08,,331.561203729347,Strength,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-09,1422.0,77.06331845183892,Rest,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-10,4107.0,148.04007402798334,Yoga,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-11,7689.0,446.62066534328767,HIIT,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-12,2560.0,225.96709342318897,Yoga,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-13,7208.0,447.69162956888755,HIIT,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-14,12720.0,370.3697148877791,Running,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-15,2135.0,262.0704957748177,Yoga,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-16,3144.0,220.60033473187815,Yoga,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-17,1702.0,77.04905539730817,Rest,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-18,6492.0,318.7723613645082,Strength,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-19,7301.0,499.2711348693924,HIIT,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-20,4032.0,382.157868972522,Strength,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-21,1314.0,80.41316889557133,Rest,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-22,2971.0,153.68964830612327,Yoga,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-23,4299.0,136.2981528742599,Yoga,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-24,5614.0,299.7382472716274,Strength,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-25,7322.0,516.2694128875287,HIIT,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-26,7293.0,564.1411966763785,HIIT,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-27,12392.0,397.2601618092385,Running,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-28,2959.0,197.46906239144445,Yoga,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-29,2019.0,105.46780872857532,Rest,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-30,5141.0,,Strength,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-05-31,6907.0,324.07806136237804,Strength,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-06-01,9232.0,440.93629388294954,Running,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-06-02,4890.0,199.30377722531642,Yoga,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-06-03,6181.0,452.51756084889723,HIIT,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-06-04,8276.0,492.8833113562813,Running,app_mobile
Anastasie Toussaint,51,weight_loss,Boulay-les-Bains,2026-06-05,4393.0,248.89756049727885,Strength,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-07,3507.0,171.26402835308923,Yoga,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-08,2178.0,163.30284279206816,Yoga,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-09,4536.0,132.43073847563377,Yoga,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-10,992.0,61.328160145837266,Rest,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-11,2500.0,149.78209667151188,Yoga,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-12,3149.0,218.22116018586652,Yoga,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-13,,90.27086699419456,Rest,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-14,2994.0,,Yoga,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-15,8359.0,403.9494879923717,HIIT,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-16,12879.0,446.6453310689208,Running,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-17,2035.0,91.69451994772949,Rest,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-18,7285.0,559.8868697589535,HIIT,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-19,5553.0,246.88117047968777,Strength,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-20,9603.0,,Running,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-21,9727.0,508.4710890960655,Running,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-22,1100.0,75.14517086723762,Rest,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-23,,244.03664521978482,Yoga,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-24,8081.0,579.1252281673303,HIIT,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-25,2564.0,46.764388018100284,Rest,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-26,2907.0,179.6341584863514,Yoga,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-27,1663.0,94.88704980856645,Rest,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-28,9464.0,453.07611820465956,HIIT,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-29,1810.0,71.0174462092365,Rest,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-30,7697.0,525.7134142431247,HIIT,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-05-31,6553.0,432.01652381749284,HIIT,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-06-01,9226.0,,HIIT,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-06-02,11841.0,433.8616465761273,Running,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-06-03,10192.0,424.3308415605177,Running,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-06-04,6723.0,441.0606772426478,HIIT,app_mobile
Margot Vaillant,32,weight_loss,Sainte GilbertBourg,2026-06-05,2241.0,158.31064514689112,Yoga,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-07,4674.0,204.88425040849253,Yoga,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-08,7317.0,504.33239585500496,HIIT,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-09,3349.0,157.05064384394788,Yoga,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-10,2931.0,56.47065630081645,Rest,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-11,10512.0,471.3598784372324,Running,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-12,,433.9820761140261,Running,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-13,,101.99611175031782,Rest,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-14,2829.0,90.80797601550437,Rest,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-15,8373.0,511.5745740607812,HIIT,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-16,2514.0,169.24545990521364,Yoga,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-17,4622.0,391.6471391826407,Strength,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-18,,349.60028828489993,Strength,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-19,5219.0,310.9366667039191,Strength,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-20,2098.0,79.1618887953206,Rest,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-21,744.0,98.63797624725237,Rest,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-22,,83.8966717413496,Rest,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-23,1755.0,91.9179835969274,Rest,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-24,12298.0,504.25213498109656,Running,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,invalid_date,11443.0,367.21681146668345,Running,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-26,996.0,91.77806255895634,Rest,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-27,2965.0,149.16793146337113,Yoga,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-28,2980.0,50.57912764084685,Rest,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-29,3675.0,,Yoga,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,invalid_date,4029.0,359.43942346355817,Strength,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-05-31,11005.0,439.86251258840343,Running,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-06-01,3753.0,176.34560353698944,Yoga,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-06-02,2007.0,63.234202463188865,Rest,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-06-03,4972.0,393.6484587049423,Strength,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-06-04,9043.0,,Running,app_mobile
Éléonore Lévy,22,endurance,Laineboeuf,2026-06-05,2657.0,105.78616483560673,Rest,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-07,8148.0,385.1643225307446,Running,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-08,2593.0,124.82775372722277,,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-09,1065.0,86.15238604820277,Rest,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-10,4975.0,165.32343505439155,Yoga,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-11,1930.0,69.36698450781881,Rest,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-12,4725.0,189.49676474528127,Yoga,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-13,5794.0,419.9570676654544,Strength,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-14,,76.39684348890518,Rest,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-15,,368.83129056895916,Strength,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-16,8673.0,484.8289100682824,HIIT,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-17,4981.0,384.9504487655861,Strength,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-18,12917.0,369.11505336526227,Running,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-19,6818.0,347.956841744878,Strength,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-20,6576.0,368.124362213861,Strength,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-21,4694.0,423.67206830567136,Strength,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-22,1872.0,85.490111742588,Rest,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-23,2022.0,96.15588974234707,Rest,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-24,2553.0,111.53578224020491,Rest,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-25,13976.0,406.3289620881929,Running,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-26,6490.0,229.4153563193357,Strength,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-27,8241.0,381.9483133473114,HIIT,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-28,4886.0,255.06818069718543,Strength,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-29,12826.0,491.2230303587028,,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-30,2355.0,164.5966694821366,Yoga,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-05-31,5720.0,406.63537824445484,Strength,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-06-01,9874.0,465.89479132961225,Running,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-06-02,7622.0,522.2230032425135,HIIT,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-06-03,2969.0,52.82866386387425,Rest,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-06-04,8056.0,460.32008023129777,Running,app_mobile
Adrienne Lemoine,55,strength,Laurent,2026-06-05,8718.0,401.2477335473245,HIIT,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-07,6196.0,488.33131191232513,HIIT,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-08,3260.0,209.28774842178956,Yoga,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-09,7331.0,521.0192556549143,HIIT,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-10,2776.0,238.07261888366168,Yoga,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-11,10062.0,406.82672766200625,Running,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-12,8899.0,380.206850906865,Running,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-13,2989.0,70.23894692902469,Rest,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-14,13988.0,497.8505155969576,Running,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-15,4237.0,171.92239586332948,Yoga,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-16,7650.0,,HIIT,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-17,6360.0,480.57038467047875,HIIT,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-18,4179.0,166.81424312712196,Yoga,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-19,5037.0,371.0284612497158,Strength,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-20,3857.0,216.9272269620273,Yoga,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-21,4945.0,305.94279808540284,Strength,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-22,2536.0,172.86532377393928,Yoga,app_mobile
Timothée Coste,49,strength,Pottiernec,2026-05-23,1299.0,,Rest,app_mobile
